"Aid_Year","Enrollment_Status","COA_Min","COA_Max","EFC_Min","EFC_Max","Pell_Amount"
"2021-2022","THREE_QUARTER_TIME","1700","1799","801","900","675"
"2021-2022","THREE_QUARTER_TIME","1800","1899","0","0","1388"
"2021-2022","THREE_QUARTER_TIME","1800","1899","1","100","1350"
"2021-2022","THREE_QUARTER_TIME","1800","1899","101","200","1275"
"2021-2022","THREE_QUARTER_TIME","1800","1899","201","300","1200"
"2021-2022","THREE_QUARTER_TIME","1800","1899","301","400","1125"
"2021-2022","THREE_QUARTER_TIME","1800","1899","401","500","1050"
"2021-2022","THREE_QUARTER_TIME","1800","1899","501","600","975"
"2021-2022","THREE_QUARTER_TIME","1800","1899","601","700","900"
"2021-2022","THREE_QUARTER_TIME","1800","1899","701","800","825"
"2021-2022","THREE_QUARTER_TIME","1800","1899","801","900","750"
"2021-2022","THREE_QUARTER_TIME","1800","1899","901","1000","675"
"2021-2022","THREE_QUARTER_TIME","1900","1999","0","0","1463"
"2021-2022","THREE_QUARTER_TIME","1900","1999","1","100","1425"
"2021-2022","THREE_QUARTER_TIME","1900","1999","101","200","1350"
"2021-2022","THREE_QUARTER_TIME","1900","1999","201","300","1275"
"2021-2022","THREE_QUARTER_TIME","1900","1999","301","400","1200"
"2021-2022","THREE_QUARTER_TIME","1900","1999","401","500","1125"
"2021-2022","THREE_QUARTER_TIME","1900","1999","501","600","1050"
"2021-2022","THREE_QUARTER_TIME","1900","1999","601","700","975"
"2021-2022","THREE_QUARTER_TIME","1900","1999","701","800","900"
"2021-2022","THREE_QUARTER_TIME","1900","1999","801","900","825"
"2021-2022","THREE_QUARTER_TIME","1900","1999","901","1000","750"
"2021-2022","THREE_QUARTER_TIME","1900","1999","1001","1100","675"
"2021-2022","THREE_QUARTER_TIME","2000","2099","0","0","1538"
"2021-2022","THREE_QUARTER_TIME","2000","2099","1","100","1500"
"2021-2022","THREE_QUARTER_TIME","2000","2099","101","200","1425"
"2021-2022","THREE_QUARTER_TIME","2000","2099","201","300","1350"
"2021-2022","THREE_QUARTER_TIME","2000","2099","301","400","1275"
"2021-2022","THREE_QUARTER_TIME","2000","2099","401","500","1200"
"2021-2022","THREE_QUARTER_TIME","2000","2099","501","600","1125"
"2021-2022","THREE_QUARTER_TIME","2000","2099","601","700","1050"
"2021-2022","THREE_QUARTER_TIME","2000","2099","701","800","975"
"2021-2022","THREE_QUARTER_TIME","2000","2099","801","900","900"
"2021-2022","THREE_QUARTER_TIME","2000","2099","901","1000","825"
"2021-2022","THREE_QUARTER_TIME","2000","2099","1001","1100","750"
"2021-2022","THREE_QUARTER_TIME","2000","2099","1101","1200","675"
"2021-2022","THREE_QUARTER_TIME","2100","2199","0","0","1613"
"2021-2022","THREE_QUARTER_TIME","2100","2199","1","100","1575"
"2021-2022","THREE_QUARTER_TIME","2100","2199","101","200","1500"
"2021-2022","THREE_QUARTER_TIME","2100","2199","201","300","1425"
"2021-2022","THREE_QUARTER_TIME","2100","2199","301","400","1350"
"2021-2022","THREE_QUARTER_TIME","2100","2199","401","500","1275"
"2021-2022","THREE_QUARTER_TIME","2100","2199","501","600","1200"
"2021-2022","THREE_QUARTER_TIME","2100","2199","601","700","1125"
"2021-2022","THREE_QUARTER_TIME","2100","2199","701","800","1050"
"2021-2022","THREE_QUARTER_TIME","2100","2199","801","900","975"
"2021-2022","THREE_QUARTER_TIME","2100","2199","901","1000","900"
"2021-2022","THREE_QUARTER_TIME","2100","2199","1001","1100","825"
"2021-2022","THREE_QUARTER_TIME","2100","2199","1101","1200","750"
"2021-2022","THREE_QUARTER_TIME","2100","2199","1201","1300","675"
"2021-2022","THREE_QUARTER_TIME","2200","2299","0","0","1688"
"2021-2022","THREE_QUARTER_TIME","2200","2299","1","100","1650"
"2021-2022","THREE_QUARTER_TIME","2200","2299","101","200","1575"
"2021-2022","THREE_QUARTER_TIME","2200","2299","201","300","1500"
"2021-2022","THREE_QUARTER_TIME","2200","2299","301","400","1425"
"2021-2022","THREE_QUARTER_TIME","2200","2299","401","500","1350"
"2021-2022","THREE_QUARTER_TIME","2200","2299","501","600","1275"
"2021-2022","THREE_QUARTER_TIME","2200","2299","601","700","1200"
"2021-2022","THREE_QUARTER_TIME","2200","2299","701","800","1125"
"2021-2022","THREE_QUARTER_TIME","2200","2299","801","900","1050"
"2021-2022","THREE_QUARTER_TIME","2200","2299","901","1000","975"
"2021-2022","THREE_QUARTER_TIME","2200","2299","1001","1100","900"
"2021-2022","THREE_QUARTER_TIME","2200","2299","1101","1200","825"
"2021-2022","THREE_QUARTER_TIME","2200","2299","1201","1300","750"
"2021-2022","THREE_QUARTER_TIME","2200","2299","1301","1400","675"
"2021-2022","THREE_QUARTER_TIME","2300","2399","0","0","1763"
"2021-2022","THREE_QUARTER_TIME","2300","2399","1","100","1725"
"2021-2022","THREE_QUARTER_TIME","2300","2399","101","200","1650"
"2021-2022","THREE_QUARTER_TIME","2300","2399","201","300","1575"
"2021-2022","THREE_QUARTER_TIME","2300","2399","301","400","1500"
"2021-2022","THREE_QUARTER_TIME","2300","2399","401","500","1425"
"2021-2022","THREE_QUARTER_TIME","2300","2399","501","600","1350"
"2021-2022","THREE_QUARTER_TIME","2300","2399","601","700","1275"
"2021-2022","THREE_QUARTER_TIME","2300","2399","701","800","1200"
"2021-2022","THREE_QUARTER_TIME","2300","2399","801","900","1125"
"2021-2022","THREE_QUARTER_TIME","2300","2399","901","1000","1050"
"2021-2022","THREE_QUARTER_TIME","2300","2399","1001","1100","975"
"2021-2022","THREE_QUARTER_TIME","2300","2399","1101","1200","900"
"2021-2022","THREE_QUARTER_TIME","2300","2399","1201","1300","825"
"2021-2022","THREE_QUARTER_TIME","2300","2399","1301","1400","750"
"2021-2022","THREE_QUARTER_TIME","2300","2399","1401","1500","675"
"2021-2022","THREE_QUARTER_TIME","2400","2499","0","0","1838"
"2021-2022","THREE_QUARTER_TIME","2400","2499","1","100","1800"
"2021-2022","THREE_QUARTER_TIME","2400","2499","101","200","1725"
"2021-2022","THREE_QUARTER_TIME","2400","2499","201","300","1650"
"2021-2022","THREE_QUARTER_TIME","2400","2499","301","400","1575"
"2021-2022","THREE_QUARTER_TIME","2400","2499","401","500","1500"
"2021-2022","THREE_QUARTER_TIME","2400","2499","501","600","1425"
"2021-2022","THREE_QUARTER_TIME","2400","2499","601","700","1350"
"2021-2022","THREE_QUARTER_TIME","2400","2499","701","800","1275"
"2021-2022","THREE_QUARTER_TIME","2400","2499","801","900","1200"
"2021-2022","THREE_QUARTER_TIME","2400","2499","901","1000","1125"
"2021-2022","THREE_QUARTER_TIME","2400","2499","1001","1100","1050"
"2021-2022","THREE_QUARTER_TIME","2400","2499","1101","1200","975"
"2021-2022","THREE_QUARTER_TIME","2400","2499","1201","1300","900"
"2021-2022","THREE_QUARTER_TIME","2400","2499","1301","1400","825"
"2021-2022","THREE_QUARTER_TIME","2400","2499","1401","1500","750"
"2021-2022","THREE_QUARTER_TIME","2400","2499","1501","1600","675"
"2021-2022","THREE_QUARTER_TIME","2500","2599","0","0","1913"
"2021-2022","THREE_QUARTER_TIME","2500","2599","1","100","1875"
"2021-2022","THREE_QUARTER_TIME","2500","2599","101","200","1800"
"2021-2022","THREE_QUARTER_TIME","2500","2599","201","300","1725"
"2021-2022","THREE_QUARTER_TIME","2500","2599","301","400","1650"
"2021-2022","THREE_QUARTER_TIME","2500","2599","401","500","1575"
"2021-2022","THREE_QUARTER_TIME","2500","2599","501","600","1500"
"2021-2022","THREE_QUARTER_TIME","2500","2599","601","700","1425"
"2021-2022","THREE_QUARTER_TIME","2500","2599","701","800","1350"
"2021-2022","THREE_QUARTER_TIME","2500","2599","801","900","1275"
"2021-2022","THREE_QUARTER_TIME","2500","2599","901","1000","1200"
"2021-2022","THREE_QUARTER_TIME","2500","2599","1001","1100","1125"
"2021-2022","THREE_QUARTER_TIME","2500","2599","1101","1200","1050"
"2021-2022","THREE_QUARTER_TIME","2500","2599","1201","1300","975"
"2021-2022","THREE_QUARTER_TIME","2500","2599","1301","1400","900"
"2021-2022","THREE_QUARTER_TIME","2500","2599","1401","1500","825"
"2021-2022","THREE_QUARTER_TIME","2500","2599","1501","1600","750"
"2021-2022","THREE_QUARTER_TIME","2500","2599","1601","1700","675"
"2021-2022","THREE_QUARTER_TIME","2600","2699","0","0","1988"
"2021-2022","THREE_QUARTER_TIME","2600","2699","1","100","1950"
"2021-2022","THREE_QUARTER_TIME","2600","2699","101","200","1875"
"2021-2022","THREE_QUARTER_TIME","2600","2699","201","300","1800"
"2021-2022","THREE_QUARTER_TIME","2600","2699","301","400","1725"
"2021-2022","THREE_QUARTER_TIME","2600","2699","401","500","1650"
"2021-2022","THREE_QUARTER_TIME","2600","2699","501","600","1575"
"2021-2022","THREE_QUARTER_TIME","2600","2699","601","700","1500"
"2021-2022","THREE_QUARTER_TIME","2600","2699","701","800","1425"
"2021-2022","THREE_QUARTER_TIME","2600","2699","801","900","1350"
"2021-2022","THREE_QUARTER_TIME","2600","2699","901","1000","1275"
"2021-2022","THREE_QUARTER_TIME","2600","2699","1001","1100","1200"
"2021-2022","THREE_QUARTER_TIME","2600","2699","1101","1200","1125"
"2021-2022","THREE_QUARTER_TIME","2600","2699","1201","1300","1050"
"2021-2022","THREE_QUARTER_TIME","2600","2699","1301","1400","975"
"2021-2022","THREE_QUARTER_TIME","2600","2699","1401","1500","900"
"2021-2022","THREE_QUARTER_TIME","2600","2699","1501","1600","825"
"2021-2022","THREE_QUARTER_TIME","2600","2699","1601","1700","750"
"2021-2022","THREE_QUARTER_TIME","2600","2699","1701","1800","675"
"2021-2022","THREE_QUARTER_TIME","2700","2799","0","0","2063"
"2021-2022","THREE_QUARTER_TIME","2700","2799","1","100","2025"
"2021-2022","THREE_QUARTER_TIME","2700","2799","101","200","1950"
"2021-2022","THREE_QUARTER_TIME","2700","2799","201","300","1875"
"2021-2022","THREE_QUARTER_TIME","2700","2799","301","400","1800"
"2021-2022","THREE_QUARTER_TIME","2700","2799","401","500","1725"
"2021-2022","THREE_QUARTER_TIME","2700","2799","501","600","1650"
"2021-2022","THREE_QUARTER_TIME","2700","2799","601","700","1575"
"2021-2022","THREE_QUARTER_TIME","2700","2799","701","800","1500"
"2021-2022","THREE_QUARTER_TIME","2700","2799","801","900","1425"
"2021-2022","THREE_QUARTER_TIME","2700","2799","901","1000","1350"
"2021-2022","THREE_QUARTER_TIME","2700","2799","1001","1100","1275"
"2021-2022","THREE_QUARTER_TIME","2700","2799","1101","1200","1200"
"2021-2022","THREE_QUARTER_TIME","2700","2799","1201","1300","1125"
"2021-2022","THREE_QUARTER_TIME","2700","2799","1301","1400","1050"
"2021-2022","THREE_QUARTER_TIME","2700","2799","1401","1500","975"
"2021-2022","THREE_QUARTER_TIME","2700","2799","1501","1600","900"
"2021-2022","THREE_QUARTER_TIME","2700","2799","1601","1700","825"
"2021-2022","THREE_QUARTER_TIME","2700","2799","1701","1800","750"
"2021-2022","THREE_QUARTER_TIME","2700","2799","1801","1900","675"
"2021-2022","THREE_QUARTER_TIME","2800","2899","0","0","2138"
"2021-2022","THREE_QUARTER_TIME","2800","2899","1","100","2100"
"2021-2022","THREE_QUARTER_TIME","2800","2899","101","200","2025"
"2021-2022","THREE_QUARTER_TIME","2800","2899","201","300","1950"
"2021-2022","THREE_QUARTER_TIME","2800","2899","301","400","1875"
"2021-2022","THREE_QUARTER_TIME","2800","2899","401","500","1800"
"2021-2022","THREE_QUARTER_TIME","2800","2899","501","600","1725"
"2021-2022","THREE_QUARTER_TIME","2800","2899","601","700","1650"
"2021-2022","THREE_QUARTER_TIME","2800","2899","701","800","1575"
"2021-2022","THREE_QUARTER_TIME","2800","2899","801","900","1500"
"2021-2022","THREE_QUARTER_TIME","2800","2899","901","1000","1425"
"2021-2022","THREE_QUARTER_TIME","2800","2899","1001","1100","1350"
"2021-2022","THREE_QUARTER_TIME","2800","2899","1101","1200","1275"
"2021-2022","THREE_QUARTER_TIME","2800","2899","1201","1300","1200"
"2021-2022","THREE_QUARTER_TIME","2800","2899","1301","1400","1125"
"2021-2022","THREE_QUARTER_TIME","2800","2899","1401","1500","1050"
"2021-2022","THREE_QUARTER_TIME","2800","2899","1501","1600","975"
"2021-2022","THREE_QUARTER_TIME","2800","2899","1601","1700","900"
"2021-2022","THREE_QUARTER_TIME","2800","2899","1701","1800","825"
"2021-2022","THREE_QUARTER_TIME","2800","2899","1801","1900","750"
"2021-2022","THREE_QUARTER_TIME","2800","2899","1901","2000","675"
"2021-2022","THREE_QUARTER_TIME","2900","2999","0","0","2213"
"2021-2022","THREE_QUARTER_TIME","2900","2999","1","100","2175"
"2021-2022","THREE_QUARTER_TIME","2900","2999","101","200","2100"
"2021-2022","THREE_QUARTER_TIME","2900","2999","201","300","2025"
"2021-2022","THREE_QUARTER_TIME","2900","2999","301","400","1950"
"2021-2022","THREE_QUARTER_TIME","2900","2999","401","500","1875"
"2021-2022","THREE_QUARTER_TIME","2900","2999","501","600","1800"
"2021-2022","THREE_QUARTER_TIME","2900","2999","601","700","1725"
"2021-2022","THREE_QUARTER_TIME","2900","2999","701","800","1650"
"2021-2022","THREE_QUARTER_TIME","2900","2999","801","900","1575"
"2021-2022","THREE_QUARTER_TIME","2900","2999","901","1000","1500"
"2021-2022","THREE_QUARTER_TIME","2900","2999","1001","1100","1425"
"2021-2022","THREE_QUARTER_TIME","2900","2999","1101","1200","1350"
"2021-2022","THREE_QUARTER_TIME","2900","2999","1201","1300","1275"
"2021-2022","THREE_QUARTER_TIME","2900","2999","1301","1400","1200"
"2021-2022","THREE_QUARTER_TIME","2900","2999","1401","1500","1125"
"2021-2022","THREE_QUARTER_TIME","2900","2999","1501","1600","1050"
"2021-2022","THREE_QUARTER_TIME","2900","2999","1601","1700","975"
"2021-2022","THREE_QUARTER_TIME","2900","2999","1701","1800","900"
"2021-2022","THREE_QUARTER_TIME","2900","2999","1801","1900","825"
"2021-2022","THREE_QUARTER_TIME","2900","2999","1901","2000","750"
"2021-2022","THREE_QUARTER_TIME","2900","2999","2001","2100","675"
"2021-2022","THREE_QUARTER_TIME","3000","3099","0","0","2288"
"2021-2022","THREE_QUARTER_TIME","3000","3099","1","100","2250"
"2021-2022","THREE_QUARTER_TIME","3000","3099","101","200","2175"
"2021-2022","THREE_QUARTER_TIME","3000","3099","201","300","2100"
"2021-2022","THREE_QUARTER_TIME","3000","3099","301","400","2025"
"2021-2022","THREE_QUARTER_TIME","3000","3099","401","500","1950"
"2021-2022","THREE_QUARTER_TIME","3000","3099","501","600","1875"
"2021-2022","THREE_QUARTER_TIME","3000","3099","601","700","1800"
"2021-2022","THREE_QUARTER_TIME","3000","3099","701","800","1725"
"2021-2022","THREE_QUARTER_TIME","3000","3099","801","900","1650"
"2021-2022","THREE_QUARTER_TIME","3000","3099","901","1000","1575"
"2021-2022","THREE_QUARTER_TIME","3000","3099","1001","1100","1500"
"2021-2022","THREE_QUARTER_TIME","3000","3099","1101","1200","1425"
"2021-2022","THREE_QUARTER_TIME","3000","3099","1201","1300","1350"
"2021-2022","THREE_QUARTER_TIME","3000","3099","1301","1400","1275"
"2021-2022","THREE_QUARTER_TIME","3000","3099","1401","1500","1200"
"2021-2022","THREE_QUARTER_TIME","3000","3099","1501","1600","1125"
"2021-2022","THREE_QUARTER_TIME","3000","3099","1601","1700","1050"
"2021-2022","THREE_QUARTER_TIME","3000","3099","1701","1800","975"
"2021-2022","THREE_QUARTER_TIME","3000","3099","1801","1900","900"
"2021-2022","THREE_QUARTER_TIME","3000","3099","1901","2000","825"
"2021-2022","THREE_QUARTER_TIME","3000","3099","2001","2100","750"
"2021-2022","THREE_QUARTER_TIME","3000","3099","2101","2200","675"
"2021-2022","THREE_QUARTER_TIME","3100","3199","0","0","2363"
"2021-2022","THREE_QUARTER_TIME","3100","3199","1","100","2325"
"2021-2022","THREE_QUARTER_TIME","3100","3199","101","200","2250"
"2021-2022","THREE_QUARTER_TIME","3100","3199","201","300","2175"
"2021-2022","THREE_QUARTER_TIME","3100","3199","301","400","2100"
"2021-2022","THREE_QUARTER_TIME","3100","3199","401","500","2025"
"2021-2022","THREE_QUARTER_TIME","3100","3199","501","600","1950"
"2021-2022","THREE_QUARTER_TIME","3100","3199","601","700","1875"
"2021-2022","THREE_QUARTER_TIME","3100","3199","701","800","1800"
"2021-2022","THREE_QUARTER_TIME","3100","3199","801","900","1725"
"2021-2022","THREE_QUARTER_TIME","3100","3199","901","1000","1650"
